sequence_id	country	partner	subtype	status	date
PG-13-BW-022268|Botswana|Botswana|2013-10	Botswana	Botswana	C		2013-10
PG-13-BW-524642|Botswana|Botswana|2013-11	Botswana	Botswana	08_BC		2013-11
PG-13-BW-277754|Botswana|Botswana|2013-11	Botswana	Botswana	C		2013-11
PG-13-BW-067132|Botswana|Botswana|2013-11	Botswana	Botswana	C		2013-11
PG-13-BW-016261|Botswana|Botswana|2013-11	Botswana	Botswana	08_BC		2013-11
PG-13-BW-712547|Botswana|Botswana|2013-11	Botswana	Botswana	C		2013-11
PG-15-BW-153223|Botswana|Botswana|2015-12	Botswana	Botswana	C		2015-12
PG-13-BW-847244|Botswana|Botswana|2013-11	Botswana	Botswana	C		2013-11
PG-13-BW-687233|Botswana|Botswana|2013-11	Botswana	Botswana	08_BC		2013-11
PG-13-BW-400132|Botswana|Botswana|2013-11	Botswana	Botswana	C		2013-11
PG-13-BW-518410|Botswana|Botswana|2013-11	Botswana	Botswana	C		2013-11
PG-13-BW-551460a|Botswana|Botswana|2013-11	Botswana	Botswana	C		2013-11
PG-13-BW-551460b|Botswana|Botswana|2013-11	Botswana	Botswana	C		2013-11
PG-13-BW-531054a|Botswana|Botswana|2013-11	Botswana	Botswana	C		2013-11
PG-13-BW-531054b|Botswana|Botswana|2013-11	Botswana	Botswana	08_BC		2013-11
PG-13-BW-634437a|Botswana|Botswana|2013-11	Botswana	Botswana	C		2013-11
PG-13-BW-634437b|Botswana|Botswana|2013-11	Botswana	Botswana	C		2013-11
PG-15-BW-877261|Botswana|Botswana|2015-12	Botswana	Botswana	02_AG		2015-12
PG-15-BW-523085|Botswana|Botswana|2015-12	Botswana	Botswana	C		2015-12
PG-13-BW-161554|Botswana|Botswana|2013-11	Botswana	Botswana	08_BC		2013-11
PG-13-BW-514661|Botswana|Botswana|2013-11	Botswana	Botswana	C		2013-11
PG-13-BW-800142|Botswana|Botswana|2013-10	Botswana	Botswana	C		2013-10
PG-13-BW-545613|Botswana|Botswana|2013-11	Botswana	Botswana	C		2013-11
PG-13-BW-856403|Botswana|Botswana|2013-11	Botswana	Botswana	08_BC		2013-11
PG-13-BW-656617|Botswana|Botswana|2013-11	Botswana	Botswana	C		2013-11
PG-13-BW-757668|Botswana|Botswana|2013-11	Botswana	Botswana	C		2013-11
PG-13-BW-083263|Botswana|Botswana|2013-11	Botswana	Botswana	C		2013-11
PG-13-BW-785645|Botswana|Botswana|2013-11	Botswana	Botswana	08_BC		2013-11
PG-14-BW-468311|Botswana|Botswana|2014-12	Botswana	Botswana	C		2014-12
PG-14-BW-837683|Botswana|Botswana|2014-12	Botswana	Botswana	C		2014-12
PG-14-BW-308385|Botswana|Botswana|2014-12	Botswana	Botswana	C		2014-12
PG-13-BW-144472|Botswana|Botswana|2013-11	Botswana	Botswana	C		2013-11
PG-13-BW-533070a|Botswana|Botswana|2013-11	Botswana	Botswana	C		2013-11
PG-13-BW-533070b|Botswana|Botswana|2013-11	Botswana	Botswana	08_BC		2013-11
PG-13-BW-488801a|Botswana|Botswana|2013-11	Botswana	Botswana	C		2013-11
PG-13-BW-488801b|Botswana|Botswana|2013-11	Botswana	Botswana	C		2013-11
PG-13-BW-185011a|Botswana|Botswana|2013-11	Botswana	Botswana	08_BC		2013-11
PG-13-BW-185011b|Botswana|Botswana|2013-11	Botswana	Botswana	C		2013-11
PG-13-BW-350404a|Botswana|Botswana|2013-11	Botswana	Botswana	08_BC		2013-11
PG-13-BW-350404b|Botswana|Botswana|2013-11	Botswana	Botswana	08_BC		2013-11
PG-13-BW-684824|Botswana|Botswana|2013-11	Botswana	Botswana	C		2013-11
PG-13-BW-346106|Botswana|Botswana|2013-11	Botswana	Botswana	C		2013-11
PG-13-BW-634161|Botswana|Botswana|2013-11	Botswana	Botswana	C		2013-11
PG-13-BW-620137|Botswana|Botswana|2013-11	Botswana	Botswana	08_BC		2013-11
PG-13-BW-000616|Botswana|Botswana|2013-11	Botswana	Botswana	08_BC		2013-11
PG-13-BW-487731|Botswana|Botswana|2013-11	Botswana	Botswana	C		2013-11
PG-13-BW-177704a|Botswana|Botswana|2013-11	Botswana	Botswana	C		2013-11
PG-13-BW-177704b|Botswana|Botswana|2013-11	Botswana	Botswana	C		2013-11
PG-13-BW-850666|Botswana|Botswana|2013-11	Botswana	Botswana	08_BC		2013-11
PG-13-BW-701523|Botswana|Botswana|2013-11	Botswana	Botswana	08_BC		2013-11
PG-13-BW-162680|Botswana|Botswana|2013-11	Botswana	Botswana	C		2013-11
PG-14-BW-542472|Botswana|Botswana|2014-12	Botswana	Botswana	08_BC		2014-12
PG-13-BW-056128a|Botswana|Botswana|2013-11	Botswana	Botswana	C		2013-11
PG-13-BW-056128b|Botswana|Botswana|2013-11	Botswana	Botswana	C		2013-11
PG-13-BW-775741a|Botswana|Botswana|2013-11	Botswana	Botswana	08_BC		2013-11
PG-13-BW-775741b|Botswana|Botswana|2013-11	Botswana	Botswana	C		2013-11
PG-13-BW-770220|Botswana|Botswana|2013-11	Botswana	Botswana	08_BC		2013-11
PG-13-BW-513874|Botswana|Botswana|2013-11	Botswana	Botswana	08_BC		2013-11
PG-13-BW-128770a|Botswana|Botswana|2013-11	Botswana	Botswana	C		2013-11
PG-13-BW-128770b|Botswana|Botswana|2013-11	Botswana	Botswana	C		2013-11
PG-13-BW-872060|Botswana|Botswana|2013-11	Botswana	Botswana	C		2013-11
PG-13-BW-234745|Botswana|Botswana|2013-11	Botswana	Botswana	C		2013-11
PG-13-BW-182452|Botswana|Botswana|2013-11	Botswana	Botswana	C		2013-11
PG-13-BW-228520a|Botswana|Botswana|2013-11	Botswana	Botswana	08_BC		2013-11
PG-13-BW-228520b|Botswana|Botswana|2013-11	Botswana	Botswana	C		2013-11
PG-13-BW-252561|Botswana|Botswana|2013-11	Botswana	Botswana	C		2013-11
PG-13-BW-520351|Botswana|Botswana|2013-11	Botswana	Botswana	C		2013-11
PG-13-BW-374082|Botswana|Botswana|2013-11	Botswana	Botswana	08_BC		2013-11
PG-14-BW-660260|Botswana|Botswana|2014-12	Botswana	Botswana	08_BC		2014-12
PG-13-BW-825555a|Botswana|Botswana|2013-11	Botswana	Botswana	08_BC		2013-11
PG-13-BW-825555b|Botswana|Botswana|2013-11	Botswana	Botswana	08_BC		2013-11
PG-13-BW-046042a|Botswana|Botswana|2013-11	Botswana	Botswana	C		2013-11
PG-13-BW-046042b|Botswana|Botswana|2013-11	Botswana	Botswana	C		2013-11
PG-13-BW-716663a|Botswana|Botswana|2013-11	Botswana	Botswana	C		2013-11
PG-13-BW-716663b|Botswana|Botswana|2013-11	Botswana	Botswana	C		2013-11
PG-13-BW-716663c|Botswana|Botswana|2013-11	Botswana	Botswana	08_BC		2013-11
PG-13-BW-247455|Botswana|Botswana|2013-11	Botswana	Botswana	C		2013-11
PG-13-BW-611150|Botswana|Botswana|2013-11	Botswana	Botswana	C		2013-11
PG-13-BW-518745|Botswana|Botswana|2013-11	Botswana	Botswana	C		2013-11
PG-13-BW-768544|Botswana|Botswana|2013-11	Botswana	Botswana	C		2013-11
PG-13-BW-685106|Botswana|Botswana|2013-12	Botswana	Botswana	C		2013-12
PG-13-BW-781720|Botswana|Botswana|2013-12	Botswana	Botswana	08_BC		2013-12
PG-13-BW-137870|Botswana|Botswana|2013-12	Botswana	Botswana	C		2013-12
PG-13-BW-166045|Botswana|Botswana|2013-12	Botswana	Botswana	C		2013-12
PG-13-BW-567327|Botswana|Botswana|2013-12	Botswana	Botswana	C		2013-12
PG-13-BW-438080|Botswana|Botswana|2013-12	Botswana	Botswana	C		2013-12
PG-14-BW-430600|Botswana|Botswana|2014-01	Botswana	Botswana	C		2014-01
PG-14-BW-276522|Botswana|Botswana|2014-02	Botswana	Botswana	08_BC		2014-02
PG-14-BW-518128|Botswana|Botswana|2014-02	Botswana	Botswana	08_BC		2014-02
PG-14-BW-172081|Botswana|Botswana|2014-02	Botswana	Botswana	C		2014-02
PG-14-BW-030355|Botswana|Botswana|2014-05	Botswana	Botswana	C		2014-05
PG-14-BW-862066|Botswana|Botswana|2014-05	Botswana	Botswana	C		2014-05
PG-14-BW-403016|Botswana|Botswana|2014-05	Botswana	Botswana	08_BC		2014-05
PG-14-BW-510758|Botswana|Botswana|2014-05	Botswana	Botswana	08_BC		2014-05
PG-14-BW-852177|Botswana|Botswana|2014-05	Botswana	Botswana	08_BC		2014-05
PG-14-BW-407070|Botswana|Botswana|2014-02	Botswana	Botswana	08_BC		2014-02
PG-14-BW-185537|Botswana|Botswana|2014-05	Botswana	Botswana	C		2014-05
PG-14-BW-723258|Botswana|Botswana|2014-06	Botswana	Botswana	08_BC		2014-06
PG-14-BW-117436|Botswana|Botswana|2014-06	Botswana	Botswana	C		2014-06
PG-14-BW-473176|Botswana|Botswana|2014-09	Botswana	Botswana	88_BC		2014-09
PG-14-BW-784687|Botswana|Botswana|2014-09	Botswana	Botswana	88_BC		2014-09
PG-14-BW-427157|Botswana|Botswana|2014-10	Botswana	Botswana	08_BC		2014-10
PG-14-BW-331535|Botswana|Botswana|2014-10	Botswana	Botswana	C		2014-10
PG-14-BW-555554|Botswana|Botswana|2014-10	Botswana	Botswana	08_BC		2014-10
PG-14-BW-788107|Botswana|Botswana|2014-10	Botswana	Botswana	08_BC		2014-10
PG-14-BW-102705|Botswana|Botswana|2014-10	Botswana	Botswana	C		2014-10
PG-14-BW-820235|Botswana|Botswana|2014-10	Botswana	Botswana	C		2014-10
PG-14-BW-122183|Botswana|Botswana|2014-10	Botswana	Botswana	C		2014-10
PG-14-BW-133330|Botswana|Botswana|2014-10	Botswana	Botswana	08_BC		2014-10
PG-14-BW-083876|Botswana|Botswana|2014-10	Botswana	Botswana	08_BC		2014-10
PG-14-BW-523850a|Botswana|Botswana|2014-04	Botswana	Botswana	C		2014-04
PG-14-BW-523850b|Botswana|Botswana|2014-04	Botswana	Botswana	C		2014-04
PG-14-BW-674330|Botswana|Botswana|2014-04	Botswana	Botswana	08_BC		2014-04
PG-14-BW-418628|Botswana|Botswana|2014-04	Botswana	Botswana	C		2014-04
PG-14-BW-520307|Botswana|Botswana|2014-04	Botswana	Botswana	C		2014-04
PG-14-BW-518824a|Botswana|Botswana|2014-05	Botswana	Botswana	C		2014-05
PG-14-BW-518824b|Botswana|Botswana|2014-05	Botswana	Botswana	C		2014-05
PG-14-BW-030026a|Botswana|Botswana|2014-04	Botswana	Botswana	C		2014-04
PG-14-BW-030026b|Botswana|Botswana|2014-04	Botswana	Botswana	C		2014-04
PG-14-BW-748402|Botswana|Botswana|2014-04	Botswana	Botswana	C		2014-04
PG-14-BW-620785a|Botswana|Botswana|2014-04	Botswana	Botswana	C		2014-04
PG-14-BW-620785b|Botswana|Botswana|2014-04	Botswana	Botswana	C		2014-04
PG-14-BW-328347a|Botswana|Botswana|2014-05	Botswana	Botswana	31_BC		2014-05
PG-14-BW-328347b|Botswana|Botswana|2014-05	Botswana	Botswana	31_BC		2014-05
PG-14-BW-508313|Botswana|Botswana|2014-05	Botswana	Botswana	08_BC		2014-05
PG-14-BW-547471|Botswana|Botswana|2014-04	Botswana	Botswana	31_BC		2014-04
PG-14-BW-646011|Botswana|Botswana|2014-04	Botswana	Botswana	08_BC		2014-04
PG-14-BW-772357a|Botswana|Botswana|2014-04	Botswana	Botswana	C		2014-04
PG-14-BW-772357b|Botswana|Botswana|2014-04	Botswana	Botswana	C		2014-04
PG-14-BW-676566a|Botswana|Botswana|2014-04	Botswana	Botswana	C		2014-04
PG-14-BW-676566b|Botswana|Botswana|2014-04	Botswana	Botswana	C		2014-04
PG-14-BW-005834a|Botswana|Botswana|2014-04	Botswana	Botswana	08_BC		2014-04
PG-14-BW-005834b|Botswana|Botswana|2014-04	Botswana	Botswana	08_BC		2014-04
PG-14-BW-405501|Botswana|Botswana|2014-04	Botswana	Botswana	08_BC		2014-04
PG-14-BW-650871|Botswana|Botswana|2014-05	Botswana	Botswana	08_BC		2014-05
PG-14-BW-174344a|Botswana|Botswana|2014-04	Botswana	Botswana	C		2014-04
PG-14-BW-174344b|Botswana|Botswana|2014-04	Botswana	Botswana	C		2014-04
PG-14-BW-006523|Botswana|Botswana|2014-04	Botswana	Botswana	08_BC		2014-04
PG-16-BW-814528|Botswana|Botswana|2016-05	Botswana	Botswana	C		2016-05
PG-14-BW-762864|Botswana|Botswana|2014-04	Botswana	Botswana	C		2014-04
PG-14-BW-614232a|Botswana|Botswana|2014-04	Botswana	Botswana	08_BC		2014-04
PG-14-BW-614232b|Botswana|Botswana|2014-04	Botswana	Botswana	C		2014-04
PG-14-BW-468178a|Botswana|Botswana|2014-04	Botswana	Botswana	C		2014-04
PG-14-BW-468178b|Botswana|Botswana|2014-04	Botswana	Botswana	C		2014-04
PG-14-BW-380033|Botswana|Botswana|2014-04	Botswana	Botswana	08_BC		2014-04
PG-14-BW-621860a|Botswana|Botswana|2014-04	Botswana	Botswana	08_BC		2014-04
PG-14-BW-621860b|Botswana|Botswana|2014-04	Botswana	Botswana	08_BC		2014-04
PG-14-BW-858245|Botswana|Botswana|2014-04	Botswana	Botswana	C		2014-04
PG-14-BW-325303|Botswana|Botswana|2014-05	Botswana	Botswana	C		2014-05
PG-14-BW-776680|Botswana|Botswana|2014-05	Botswana	Botswana	08_BC		2014-05
PG-14-BW-277853a|Botswana|Botswana|2014-05	Botswana	Botswana	C		2014-05
PG-14-BW-277853b|Botswana|Botswana|2014-05	Botswana	Botswana	C		2014-05
PG-14-BW-275571|Botswana|Botswana|2014-04	Botswana	Botswana	08_BC		2014-04
PG-14-BW-213313a|Botswana|Botswana|2014-04	Botswana	Botswana	08_BC		2014-04
PG-14-BW-213313b|Botswana|Botswana|2014-04	Botswana	Botswana	C		2014-04
PG-14-BW-213313c|Botswana|Botswana|2014-04	Botswana	Botswana	C		2014-04
PG-14-BW-642557|Botswana|Botswana|2014-04	Botswana	Botswana	C		2014-04
PG-14-BW-378124a|Botswana|Botswana|2014-04	Botswana	Botswana	C		2014-04
PG-14-BW-378124b|Botswana|Botswana|2014-04	Botswana	Botswana	C		2014-04
PG-14-BW-251652|Botswana|Botswana|2014-04	Botswana	Botswana	08_BC		2014-04
PG-14-BW-706723a|Botswana|Botswana|2014-05	Botswana	Botswana	C		2014-05
PG-14-BW-706723b|Botswana|Botswana|2014-05	Botswana	Botswana	C		2014-05
PG-14-BW-285183|Botswana|Botswana|2014-04	Botswana	Botswana	C		2014-04
PG-14-BW-886468|Botswana|Botswana|2014-04	Botswana	Botswana	C		2014-04
PG-14-BW-320524|Botswana|Botswana|2014-05	Botswana	Botswana	C		2014-05
PG-14-BW-766407a|Botswana|Botswana|2014-05	Botswana	Botswana	C		2014-05
PG-14-BW-766407b|Botswana|Botswana|2014-05	Botswana	Botswana	C		2014-05
PG-14-BW-782634|Botswana|Botswana|2014-05	Botswana	Botswana	C		2014-05
PG-14-BW-511271|Botswana|Botswana|2014-05	Botswana	Botswana	08_BC		2014-05
PG-14-BW-446647|Botswana|Botswana|2014-05	Botswana	Botswana	C		2014-05
PG-14-BW-608436|Botswana|Botswana|2014-04	Botswana	Botswana	08_BC		2014-04
PG-14-BW-846240a|Botswana|Botswana|2014-04	Botswana	Botswana	08_BC		2014-04
PG-14-BW-846240b|Botswana|Botswana|2014-04	Botswana	Botswana	08_BC		2014-04
PG-15-BW-358341|Botswana|Botswana|2015-05	Botswana	Botswana	C		2015-05
PG-14-BW-555265|Botswana|Botswana|2014-05	Botswana	Botswana	C		2014-05
PG-14-BW-627013a|Botswana|Botswana|2014-04	Botswana	Botswana	08_BC		2014-04
PG-14-BW-627013b|Botswana|Botswana|2014-04	Botswana	Botswana	C		2014-04
PG-14-BW-027652|Botswana|Botswana|2014-04	Botswana	Botswana	C		2014-04
PG-14-BW-222272|Botswana|Botswana|2014-04	Botswana	Botswana	08_BC		2014-04
PG-15-BW-351144|Botswana|Botswana|2015-04	Botswana	Botswana	C		2015-04
PG-14-BW-076631|Botswana|Botswana|2014-04	Botswana	Botswana	08_BC		2014-04
PG-16-BW-653202|Botswana|Botswana|2016-05	Botswana	Botswana	A1		2016-05
PG-14-BW-403286|Botswana|Botswana|2014-05	Botswana	Botswana	C		2014-05
PG-14-BW-184717|Botswana|Botswana|2014-04	Botswana	Botswana	08_BC		2014-04
PG-14-BW-010040a|Botswana|Botswana|2014-04	Botswana	Botswana	C		2014-04
PG-14-BW-010040b|Botswana|Botswana|2014-04	Botswana	Botswana	C		2014-04
PG-14-BW-010040c|Botswana|Botswana|2014-04	Botswana	Botswana	C		2014-04
PG-16-BW-163557|Botswana|Botswana|2016-05	Botswana	Botswana	08_BC		2016-05
PG-14-BW-885610|Botswana|Botswana|2014-04	Botswana	Botswana	08_BC		2014-04
PG-14-BW-553334a|Botswana|Botswana|2014-04	Botswana	Botswana	08_BC		2014-04
PG-14-BW-553334b|Botswana|Botswana|2014-04	Botswana	Botswana	08_BC		2014-04
PG-14-BW-312488|Botswana|Botswana|2014-04	Botswana	Botswana	C		2014-04
PG-14-BW-328775|Botswana|Botswana|2014-04	Botswana	Botswana	C		2014-04
PG-14-BW-847647a|Botswana|Botswana|2014-05	Botswana	Botswana	C		2014-05
PG-14-BW-847647b|Botswana|Botswana|2014-05	Botswana	Botswana	C		2014-05
PG-15-BW-825808|Botswana|Botswana|2015-04	Botswana	Botswana	C		2015-04
PG-14-BW-553244|Botswana|Botswana|2014-04	Botswana	Botswana	C		2014-04
PG-14-BW-071474|Botswana|Botswana|2014-04	Botswana	Botswana	08_BC		2014-04
PG-14-BW-361315|Botswana|Botswana|2014-04	Botswana	Botswana	C		2014-04
PG-14-BW-672668|Botswana|Botswana|2014-04	Botswana	Botswana	C		2014-04
PG-14-BW-617471|Botswana|Botswana|2014-04	Botswana	Botswana	08_BC		2014-04
PG-14-BW-807841a|Botswana|Botswana|2014-04	Botswana	Botswana	C		2014-04
PG-14-BW-807841b|Botswana|Botswana|2014-04	Botswana	Botswana	08_BC		2014-04
PG-16-BW-187056|Botswana|Botswana|2016-05	Botswana	Botswana	C		2016-05
PG-14-BW-544875|Botswana|Botswana|2014-05	Botswana	Botswana	C		2014-05
PG-14-BW-020230a|Botswana|Botswana|2014-04	Botswana	Botswana	31_BC		2014-04
PG-14-BW-020230b|Botswana|Botswana|2014-04	Botswana	Botswana	31_BC		2014-04
PG-14-BW-034436|Botswana|Botswana|2014-04	Botswana	Botswana	C		2014-04
PG-14-BW-725841|Botswana|Botswana|2014-04	Botswana	Botswana	C		2014-04
PG-14-BW-382706|Botswana|Botswana|2014-04	Botswana	Botswana	C		2014-04
PG-15-BW-612808|Botswana|Botswana|2015-04	Botswana	Botswana	08_BC		2015-04
PG-14-BW-456383a|Botswana|Botswana|2014-05	Botswana	Botswana	C		2014-05
PG-14-BW-456383b|Botswana|Botswana|2014-05	Botswana	Botswana	C		2014-05
PG-14-BW-038403|Botswana|Botswana|2014-04	Botswana	Botswana	C		2014-04
PG-14-BW-136227|Botswana|Botswana|2014-04	Botswana	Botswana	08_BC		2014-04
PG-14-BW-706770|Botswana|Botswana|2014-04	Botswana	Botswana	08_BC		2014-04
PG-14-BW-424481|Botswana|Botswana|2014-04	Botswana	Botswana	C		2014-04
PG-14-BW-258662a|Botswana|Botswana|2014-05	Botswana	Botswana	A1		2014-05
PG-14-BW-258662b|Botswana|Botswana|2014-05	Botswana	Botswana	A1		2014-05
PG-14-BW-642212|Botswana|Botswana|2014-05	Botswana	Botswana	08_BC		2014-05
PG-14-BW-352348|Botswana|Botswana|2014-05	Botswana	Botswana	08_BC		2014-05
PG-14-BW-526205a|Botswana|Botswana|2014-04	Botswana	Botswana	08_BC		2014-04
PG-14-BW-526205b|Botswana|Botswana|2014-04	Botswana	Botswana	31_BC		2014-04
PG-14-BW-808344|Botswana|Botswana|2014-04	Botswana	Botswana	C		2014-04
PG-14-BW-242518|Botswana|Botswana|2014-05	Botswana	Botswana	08_BC		2014-05
PG-14-BW-433680|Botswana|Botswana|2014-05	Botswana	Botswana	08_BC		2014-05
PG-14-BW-035546|Botswana|Botswana|2014-04	Botswana	Botswana	C		2014-04
PG-14-BW-372613|Botswana|Botswana|2014-04	Botswana	Botswana	08_BC		2014-04
PG-14-BW-118701|Botswana|Botswana|2014-04	Botswana	Botswana	08_BC		2014-04
PG-14-BW-217178|Botswana|Botswana|2014-05	Botswana	Botswana	C		2014-05
PG-14-BW-052340a|Botswana|Botswana|2014-05	Botswana	Botswana	C		2014-05
PG-14-BW-052340b|Botswana|Botswana|2014-05	Botswana	Botswana	C		2014-05
PG-14-BW-504116|Botswana|Botswana|2014-05	Botswana	Botswana	C		2014-05
PG-14-BW-771383|Botswana|Botswana|2014-04	Botswana	Botswana	C		2014-04
